artist1,artist1_normalized,artist2,artist2_normalized,shows_together
Lost in Bourbon,lost in bourbon,Queenadilla,queenadilla,1
Bridger Hall,bridger hall,Casey Truman,casey truman,1
Andrew Langdon,andrew langdon,Aubree Liz,aubree liz,1
Andrew Langdon,andrew langdon,Bridger Hall,bridger hall,1
Aubree Liz,aubree liz,Bridger Hall,bridger hall,1
Deadtooth,deadtooth,Officer Jenny,officer jenny,1
Andrew Langdon,andrew langdon,Casey Truman,casey truman,1
Spirit City,spirit city,The Federal Empire,the federal empire,1
"Bright Whistles ""Album Release","bright whistles ""album release",Officer Jenny,officer jenny,1
Brumby,brumby,John Allred,john allred,1
Haarlem,haarlem,Static Waves,static waves,1
L'anarchiste,l'anarchiste,Two Nations,two nations,1
John Lane,john lane,Strange Familia,strange familia,1
Drape,drape,Kissed Out Batty Blue,kissed out batty blue,1
Jacob Tengelsen,jacob tengelsen,Mason Murphy,mason murphy,1
James Allen Spirit,james allen spirit,L'anarchiste,l'anarchiste,1
James Allen Spirit,james allen spirit,Two Nations,two nations,1
Andrew Wiscombe,andrew wiscombe,Cephas,cephas,1
Andrew Wiscombe,andrew wiscombe,Belle Jewell,belle jewell,1
Belle Jewell,belle jewell,Cephas,cephas,1
"Bright Whistles ""Album Release","bright whistles ""album release",Deadtooth,deadtooth,1
Amber Lynn,amber lynn,James Dawson,james dawson,1
Chase Baker,chase baker,James Dawson,james dawson,1
15 SURFER BLOOD,15 surfer blood,The New Electric Sound,the new electric sound,1
Noelle Bybee,noelle bybee,Salem Swing,salem swing,1
Brian Bingham Band,brian bingham band,Steven Halliday,steven halliday,1
Nate Pyfer,nate pyfer,New Shack,new shack,1
Dry Erase Tracks,dry erase tracks,Sam Benson,sam benson,1
Das Nix,das nix,New Shack,new shack,1
Das Nix,das nix,Seve vs Evan,seve vs evan,1
Dry Erase Tracks,dry erase tracks,Telesomniac,telesomniac,1
New Shack,new shack,Seve vs Evan,seve vs evan,1
Sam Benson,sam benson,Telesomniac,telesomniac,1
Dry Erase Tracks,dry erase tracks,Grizzly Goat,grizzly goat,1
Grizzly Goat,grizzly goat,Sam Benson,sam benson,1
Batty Blue,batty blue,Fossil Arms,fossil arms,1
Batty Blue,batty blue,Salazar,salazar,1
Grizzly Goat,grizzly goat,Telesomniac,telesomniac,1
DateNight,datenight,The Jordan Brothers,the jordan brothers,1
Fossil Arms,fossil arms,Salazar,salazar,1
Amber Lynn,amber lynn,Chase Baker,chase baker,1
Andrew Wiscombe,andrew wiscombe,Rret,rret,1
Advent Horizon,advent horizon,The Thrill Collective,the thrill collective,1
Go Suburban,go suburban,John Schultz,john schultz,1
Stereotype Inc,stereotype inc,The Howl,the howl,1
Isaac Russell,isaac russell,Libbie Linton,libbie linton,1
Mojave Nomads,mojave nomads,The Howl,the howl,1
Libbie Linton,libbie linton,Nate Pyfer,nate pyfer,1
Brandon Robbins,brandon robbins,Libbie Linton,libbie linton,1
Isaac Russell,isaac russell,Nate Pyfer,nate pyfer,1
Stereotype Inc,stereotype inc,Vinyl Tapestries,vinyl tapestries,1
Brandon Robbins,brandon robbins,Isaac Russell,isaac russell,1
Mojave Nomads,mojave nomads,Stereotype Inc,stereotype inc,1
JOSHUA JAMES 8pm,joshua james 8pm,"Secret Show"" DAMIEN JURADO","secret show"" damien jurado",1
Cephas,cephas,Rret,rret,1
Book On Tape Worm,book on tape worm,Mimicking Birds,mimicking birds,1
Book On Tape Worm,book on tape worm,Haarlem,haarlem,1
Haarlem,haarlem,Mimicking Birds,mimicking birds,1
Aly Hardy,aly hardy,Kimber PackerKimber Packer,kimber packerkimber packer,1
Aly Hardy,aly hardy,Jarom Rasmus,jarom rasmus,1
Jarom Rasmus,jarom rasmus,Kimber PackerKimber Packer,kimber packerkimber packer,1
Aly Hardy,aly hardy,Tommy Gunn,tommy gunn,1
Kimber PackerKimber Packer,kimber packerkimber packer,Tommy Gunn,tommy gunn,1
Mojave Nomads,mojave nomads,Vinyl Tapestries,vinyl tapestries,1
It Foot It Ears,it foot it ears,The Rockaways,the rockaways,1
"FunCoffin ""Album Release","funcoffin ""album release",The Rockaways,the rockaways,1
"FunCoffin ""Album Release","funcoffin ""album release",It Foot It Ears,it foot it ears,1
Belle Jewell,belle jewell,Rret,rret,1
RKDN,rkdn,Spirit City,spirit city,1
Coral Bones,coral bones,RKDN,rkdn,1
Richie Kissinger,richie kissinger,The Vibrant Sound,the vibrant sound,1
Jordan Reynolds,jordan reynolds,Mason Murphy,mason murphy,1
Night Argent,night argent,The Lovestrange,the lovestrange,1
"Foreign Figures ""Single Release","foreign figures ""single release",Night Argent,night argent,1
"Foreign Figures ""Single Release","foreign figures ""single release",The Lovestrange,the lovestrange,1
Angel Magic,angel magic,Jaren Jolley,jaren jolley,1
New Shack,new shack,Sen Wisher,sen wisher,1
Kissed Out,kissed out,New Shack,new shack,1
Angel Magic,angel magic,The Mckeon Sisters,the mckeon sisters,1
Angel Magic,angel magic,Salazar,salazar,1
Jaren Jolley,jaren jolley,The Mckeon Sisters,the mckeon sisters,1
Kissed Out,kissed out,Sen Wisher,sen wisher,1
Jaren Jolley,jaren jolley,Salazar,salazar,1
Salazar,salazar,The Mckeon Sisters,the mckeon sisters,1
Nick Johnson. Emily Golightly,nick johnson. emily golightly,Noelle Bybee,noelle bybee,1
Iris,iris,Steven Halliday,steven halliday,1
Brian Bingham Band,brian bingham band,Iris,iris,1
Seve vs Evan,seve vs evan,The Lovestrange,the lovestrange,1
"New Band Showcase"" Riveter's Son","new band showcase"" riveter's son",the Astronaut,the astronaut,1
Jarom Rasmus,jarom rasmus,Tommy Gunn,tommy gunn,1
Kick,kick,the Astronaut,the astronaut,1
Dustin Christensen,dustin christensen,Laken,laken,1
Jason,jason,Redsleeves,redsleeves,1
Dustin Christensen,dustin christensen,Flannel Graph,flannel graph,1
Flannel Graph,flannel graph,Laken,laken,1
"New Band Showcase"" Riveter's Son","new band showcase"" riveter's son",Redsleeves,redsleeves,1
Kick,kick,Redsleeves,redsleeves,1
Nick Johnson. Emily Golightly,nick johnson. emily golightly,Salem Swing,salem swing,1
Jason,jason,"New Band Showcase"" Riveter's Son","new band showcase"" riveter's son",1
Kindred Dead,kindred dead,Lance Tingey,lance tingey,1
the Business,the business,Wayne,wayne,1
Jason,jason,Kick,kick,1
Kick,kick,"New Band Showcase"" Riveter's Son","new band showcase"" riveter's son",1
Our Lives in Indigo,our lives in indigo,the Business,the business,1
Jack Pines,jack pines,Lemon,lemon,1
Our Lives in Indigo,our lives in indigo,Wayne,wayne,1
Redsleeves,redsleeves,the Astronaut,the astronaut,1
RKDN,rkdn,"Westward the Tide ""EP Release","westward the tide ""ep release",1
Swimm,swimm,"Westward the Tide ""EP Release","westward the tide ""ep release",1
RKDN,rkdn,Swimm,swimm,1
Bectics,bectics,Steel Born Buffalo,steel born buffalo,1
John Schultz,john schultz,Lost in Bourbon,lost in bourbon,1
Lost in Bourbon,lost in bourbon,Steel Born Buffalo,steel born buffalo,1
Queenadilla,queenadilla,Steel Born Buffalo,steel born buffalo,1
Chuck,chuck,Monthly Acoustic Showcase: Matthew Harrison,monthly acoustic showcase: matthew harrison,1
Chuck,chuck,Sunny,sunny,1
Go Suburban,go suburban,Lost in Bourbon,lost in bourbon,1
Aspartame Sunshine,aspartame sunshine,Tyler Stenson,tyler stenson,1
Monthly Acoustic Showcase: Matthew Harrison,monthly acoustic showcase: matthew harrison,Sunny,sunny,1
Anthony Pena,anthony pena,Richard Tyler Epperson,richard tyler epperson,1
Monthly Acoustic Showcase: Oli K,monthly acoustic showcase: oli k,Richard Tyler Epperson,richard tyler epperson,1
Anthony Pena,anthony pena,Monthly Acoustic Showcase: Oli K,monthly acoustic showcase: oli k,1
Chuck,chuck,Taylor Risk,taylor risk,1
Monthly Acoustic Showcase: Matthew Harrison,monthly acoustic showcase: matthew harrison,Taylor Risk,taylor risk,1
Sunny,sunny,Taylor Risk,taylor risk,1
Spirit City,spirit city,The Blue Aces,the blue aces,1
Coral Bones,coral bones,The Blue Aces,the blue aces,1
Jack Pines,jack pines,Le Mule,le mule,1
Cephas,cephas,the Business,the business,1
Cephas,cephas,Wayne,wayne,1
Devin Powell,devin powell,Jay W. Henderson,jay w. henderson,1
Devin Powell,devin powell,Timmy The Teeth,timmy the teeth,1
Jay W. Henderson,jay w. henderson,KYLE HENDERSON,kyle henderson,1
Devin Powell,devin powell,KYLE HENDERSON,kyle henderson,1
Rilee Nicole,rilee nicole,Whitney Lusk,whitney lusk,1
Michelle Chisolm,michelle chisolm,Rilee Nicole,rilee nicole,1
Michelle Chisolm,michelle chisolm,Whitney Lusk,whitney lusk,1
Rilee Nicole,rilee nicole,Tay Voorhis,tay voorhis,1
Tay Voorhis,tay voorhis,Whitney Lusk,whitney lusk,1
Michelle Chisolm,michelle chisolm,Tay Voorhis,tay voorhis,1
Hectic Hobo,hectic hobo,Steven Halliday,steven halliday,1
Static Waves,static waves,Strange Familia,strange familia,1
"Oceanear ""Album Release","oceanear ""album release",Strange Familia,strange familia,1
"Oceanear ""Album Release","oceanear ""album release",Static Waves,static waves,1
Foreign Figures,foreign figures,Vacationist,vacationist,1
Foreign Figures,foreign figures,Forest Eyes,forest eyes,1
Forest Eyes,forest eyes,Vacationist,vacationist,1
Peter Harper,peter harper,Tal Haslam,tal haslam,1
Brian Bingham Band,brian bingham band,Hectic Hobo,hectic hobo,1
Hectic Hobo,hectic hobo,Iris,iris,1
Cephas,cephas,Our Lives in Indigo,our lives in indigo,1
Audio Polaroids,audio polaroids,Versus the Man,versus the man,1
Timmy The Teeth,timmy the teeth,VanLadyLove,vanladylove,1
"New Band Showcase"" Jimmy","new band showcase"" jimmy",the Business,the business,1
"New Band Showcase"" Jimmy","new band showcase"" jimmy",Wayne,wayne,1
RKDN,rkdn,Westward The Tide,westward the tide,1
BTB,btb,Davin Nebeker,davin nebeker,1
Davin Nebeker,davin nebeker,NA-G,na-g,1
"New Band Showcase"" Jimmy","new band showcase"" jimmy",Our Lives in Indigo,our lives in indigo,1
Davin Nebeker,davin nebeker,Kid Machine,kid machine,1
BTB,btb,NA-G,na-g,1
BTB,btb,Kid Machine,kid machine,1
Cephas,cephas,"New Band Showcase"" Jimmy","new band showcase"" jimmy",1
Kid Machine,kid machine,NA-G,na-g,1
Becket,becket,NED,ned,1
Go Suburban,go suburban,Versus the Man,versus the man,1
Becket,becket,Wearymother,wearymother,1
Audio Polaroids,audio polaroids,Go Suburban,go suburban,1
NED,ned,Wearymother,wearymother,1
Aubree Liz,aubree liz,Casey Truman,casey truman,1
Belle Jewell,belle jewell,"Wish Granted Records"" Kindred Dead","wish granted records"" kindred dead",1
"Foreign Figures""Single Release","foreign figures""single release",Spirit City,spirit city,1
Festive People,festive people,Soft Cyanide,soft cyanide,1
Rabid Young,rabid young,Solarists,solarists,1
Okkah,okkah,Solarists,solarists,1
Okkah,okkah,Rabid Young,rabid young,1
Solarists,solarists,Steve Fogomami,steve fogomami,1
Rabid Young,rabid young,Steve Fogomami,steve fogomami,1
Okkah,okkah,Steve Fogomami,steve fogomami,1
Ashley Taylor,ashley taylor,Emilee Holgate,emilee holgate,1
Ashley Taylor,ashley taylor,Cole,cole,1
Cole,cole,Emilee Holgate,emilee holgate,1
Ashley Taylor,ashley taylor,"Cherish DeGraff""Ep Release","cherish degraff""ep release",1
"Cherish DeGraff""Ep Release","cherish degraff""ep release",Emilee Holgate,emilee holgate,1
"Cherish DeGraff""Ep Release","cherish degraff""ep release",Cole,cole,1
Amber Lynn,amber lynn,Belle Jewell,belle jewell,1
Amber Lynn,amber lynn,"As Seen On TV"" Ryan Innes","as seen on tv"" ryan innes",1
"As Seen On TV"" Ryan Innes","as seen on tv"" ryan innes",Belle Jewell,belle jewell,1
Amber Lynn,amber lynn,James The 8th,james the 8th,1
Belle Jewell,belle jewell,James The 8th,james the 8th,1
"As Seen On TV"" Ryan Innes","as seen on tv"" ryan innes",James The 8th,james the 8th,1
Robert Loud,robert loud,Solarsuit,solarsuit,1
Grove,grove,Sister Adolescent,sister adolescent,1
Haarlem,haarlem,Sister Adolescent,sister adolescent,1
Mia Grace,mia grace,Paul Travis,paul travis,1
James McIntyre,james mcintyre,Mia Grace,mia grace,1
Michael Barrow,michael barrow,Soft Cyanide,soft cyanide,1
Festive People,festive people,Michael Barrow,michael barrow,1
"New Band Showcase"" The Djinn","new band showcase"" the djinn",We Include Pluto,we include pluto,1
Extravision,extravision,Nicholas Naioti w/Mannequin,nicholas naioti w/mannequin,1
Su Grand,su grand,Water Slice,water slice,1
Grove,grove,Su Grand,su grand,1
Grove,grove,Water Slice,water slice,1
Julianne Brough,julianne brough,Quiet House,quiet house,1
Paint The Woods,paint the woods,the Wild Ones,the wild ones,1
Mad Max,mad max,Paint The Woods,paint the woods,1
4th East Flood,4th east flood,Jake Chamberlain,jake chamberlain,1
Objects in Mirror,objects in mirror,Reflektor,reflektor,1
Local Chump,local chump,Objects in Mirror,objects in mirror,1
Local Chump,local chump,Reflektor,reflektor,1
City of Salt,city of salt,Objects in Mirror,objects in mirror,1
City of Salt,city of salt,Reflektor,reflektor,1
City of Salt,city of salt,Local Chump,local chump,1
Jacob Beck,jacob beck,The BackView Heights,the backview heights,1
Fellows,fellows,Jacob Beck,jacob beck,1
Fellows,fellows,The BackView Heights,the backview heights,1
Friends,friends,Jacob Beck,jacob beck,1
Friends,friends,The BackView Heights,the backview heights,1
SEGO+Another Statistic,sego+another statistic,Swimm,swimm,1
Brogan Kelby,brogan kelby,Spirit City,spirit city,1
The Indigo,the indigo,Viceroys,viceroys,1
Nicholas Naioti w/Mannequin,nicholas naioti w/mannequin,Robots Ate My Garden,robots ate my garden,1
Extravision,extravision,Robots Ate My Garden,robots ate my garden,1
James McIntyre,james mcintyre,Paul Travis,paul travis,1
The Wednesday People,the wednesday people,We Include Pluto,we include pluto,1
Chasing Kings,chasing kings,Kid Theodore,kid theodore,1
Laken,laken,Mason Murphy,mason murphy,1
Laken,laken,Monthly Acoustic Showcase: Belle Jewell,monthly acoustic showcase: belle jewell,1
Kira Stone,kira stone,Mason Murphy,mason murphy,1
Kira Stone,kira stone,Laken,laken,1
Kira Stone,kira stone,Monthly Acoustic Showcase: Belle Jewell,monthly acoustic showcase: belle jewell,1
Little Barefoot,little barefoot,Officer Jenny,officer jenny,1
Lake Island,lake island,Little Barefoot,little barefoot,1
Lake Island,lake island,Officer Jenny,officer jenny,1
Debra fotheringham,debra fotheringham,Jessica Frech,jessica frech,1
Debra fotheringham,debra fotheringham,Lacey Williams,lacey williams,1
Jessica Frech,jessica frech,Lacey Williams,lacey williams,1
Debra fotheringham,debra fotheringham,"The Maybelle Series""Susie Brown","the maybelle series""susie brown",1
Jessica Frech,jessica frech,"The Maybelle Series""Susie Brown","the maybelle series""susie brown",1
Lacey Williams,lacey williams,"The Maybelle Series""Susie Brown","the maybelle series""susie brown",1
Conquer Monster,conquer monster,Robert Loud,robert loud,1
The Cold Year,the cold year,The Howl,the howl,1
Queenadilla,queenadilla,The Cold Year,the cold year,1
Queenadilla,queenadilla,The Howl,the howl,1
Amber Lynn,amber lynn,The Truman Brothers,the truman brothers,1
Steven Halliday Band,steven halliday band,The Mainstream,the mainstream,1
Faith Marie,faith marie,Grey Glass,grey glass,1
Joshy Soul,joshy soul,Micah Willis,micah willis,1
4th East Flood,4th east flood,Micah Willis,micah willis,1
4th East Flood,4th east flood,Joshy Soul,joshy soul,1
Mason Murphy,mason murphy,Monthly Acoustic Showcase: Belle Jewell,monthly acoustic showcase: belle jewell,1
888,888,Young Rising Sons,young rising sons,1
"New Band Showcase"" The Djinn","new band showcase"" the djinn",The Wednesday People,the wednesday people,1
31Halloween Show: Major Tom,31halloween show: major tom,The Moonboys,the moonboys,1
Emily Bea,emily bea,Mia Grace,mia grace,1
Cole,cole,Mia Grace,mia grace,1
Cole,cole,Emily Bea,emily bea,1
Katie Forbes,katie forbes,Mia Grace,mia grace,1
Emily Bea,emily bea,Katie Forbes,katie forbes,1
Cole,cole,Katie Forbes,katie forbes,1
Anna Richey,anna richey,Ashley Hess,ashley hess,1
Ashley Hess,ashley hess,Becca Tremmel,becca tremmel,1
Anna Richey,anna richey,Becca Tremmel,becca tremmel,1
Ashley Hess,ashley hess,Bri Ray,bri ray,1
Anna Richey,anna richey,Bri Ray,bri ray,1
Becca Tremmel,becca tremmel,Bri Ray,bri ray,1
Paint The Woods,paint the woods,RKDN,rkdn,1
Mmend,mmend,Step Rockets,step rockets,1
Kitfox,kitfox,Madilyn Page,madilyn page,1
Flannel Graph,flannel graph,Seth Brown,seth brown,1
Flannel Graph,flannel graph,The Crosswinds,the crosswinds,1
Coral Bones,coral bones,New Shack,new shack,1
Halloween Show: Major Tom,halloween show: major tom,Pinguin Mofex,pinguin mofex,1
Halloween Show: Major Tom,halloween show: major tom,The Lovestrange,the lovestrange,1
Halloween Show: Major Tom,halloween show: major tom,The Moonboys,the moonboys,1
31Halloween Show: Major Tom,31halloween show: major tom,Pinguin Mofex,pinguin mofex,1
31Halloween Show: Major Tom,31halloween show: major tom,The Lovestrange,the lovestrange,1
Aubree Liz,aubree liz,The Truman Brothers,the truman brothers,1
Aubree Liz,aubree liz,Oli K,oli k,1
Oli K,oli k,The Truman Brothers,the truman brothers,1
"Acoustic Showcase"" John Schultz","acoustic showcase"" john schultz",Cherry Thomas,cherry thomas,1
"Acoustic Showcase"" John Schultz","acoustic showcase"" john schultz",Sean Mena,sean mena,1
Cherry Thomas,cherry thomas,Sean Mena,sean mena,1
Fellows,fellows,Skyline Drive,skyline drive,1
Of Ephraim,of ephraim,Skyline Drive,skyline drive,1
Fellows,fellows,Of Ephraim,of ephraim,1
Friends,friends,Skyline Drive,skyline drive,1
Friends,friends,Of Ephraim,of ephraim,1
"New Band Showcase"" City Animals","new band showcase"" city animals",Skyline Drive,skyline drive,1
Fellows,fellows,"New Band Showcase"" City Animals","new band showcase"" city animals",1
"New Band Showcase"" City Animals","new band showcase"" city animals",Of Ephraim,of ephraim,1
Friends,friends,"New Band Showcase"" City Animals","new band showcase"" city animals",1
American Coast,american coast,Dawnlit,dawnlit,1
American Coast,american coast,Paint The Woods,paint the woods,1
Dawnlit,dawnlit,Paint The Woods,paint the woods,1
Foreign Figures,foreign figures,Members of VanLadyLove,members of vanladylove,1
Foreign Figures,foreign figures,Others TBA,others tba,1
Members of VanLadyLove,members of vanladylove,Others TBA,others tba,1
Burnt Out House,burnt out house,Renshaw,renshaw,1
Nate Wagoner,nate wagoner,Planes on Paper,planes on paper,1
Nate Wagoner,nate wagoner,Timmy The Teeth,timmy the teeth,1
Planes on Paper,planes on paper,Timmy The Teeth,timmy the teeth,1
Doris Day,doris day,Second Anchor Line,second anchor line,1
Robots Ate My Garden,robots ate my garden,Second Anchor Line,second anchor line,1
Nick Welch,nick welch,Sean Mena,sean mena,1
Cherry Thomas,cherry thomas,Nick Welch,nick welch,1
Justin Sane,justin sane,Suit Up Soldier,suit up soldier,1
"Acoustic Showcase"" John Schultz","acoustic showcase"" john schultz",Nick Welch,nick welch,1
"Acoustic Showcase"" The Celebrated","acoustic showcase"" the celebrated",Sarah Allen,sarah allen,1
"Acoustic Showcase"" The Celebrated","acoustic showcase"" the celebrated",JoVial Lee,jovial lee,1
JoVial Lee,jovial lee,Sarah Allen,sarah allen,1
"Acoustic Showcase"" The Celebrated","acoustic showcase"" the celebrated",Tyler Downs,tyler downs,1
Sarah Allen,sarah allen,Tyler Downs,tyler downs,1
JoVial Lee,jovial lee,Tyler Downs,tyler downs,1
Antoine Dufour,antoine dufour,Ethan Case,ethan case,1
Ethan Case,ethan case,Nick Johnson,nick johnson,1
Pipes,pipes,Stephanie Mabey,stephanie mabey,1
